HomeWin,HomeNumWins,VisitorNumWins,HomeWins2019,VisitorWins2019,HomeLosses2019,VisitorLosses2019,TotalHomeWins2019,TotalVisitorWins2019,Net Home Season Score,Net Away Season Score
1,9,3,21,27,20,14,33,57,-128,-316
0,14,5,32,16,9,25,58,48,200,-41
1,15,10,34,22,7,19,54,48,135,238
1,8,8,29,14,12,27,19,39,-42,-275
0,8,7,26,14,15,27,41,33,-115,-160
1,15,7,29,20,12,21,48,51,119,139
1,15,7,28,13,13,28,49,22,258,-72
0,6,9,25,22,16,19,36,49,-110,60
1,8,8,32,14,9,27,53,39,-96,-283
0,8,5,24,17,17,24,39,42,-109,8
1,15,6,22,6,19,35,37,19,323,-321
1,4,7,17,7,24,34,29,19,-401,-34
0,11,12,23,21,18,20,42,50,-50,144
1,10,12,21,22,20,19,33,53,-108,209
1,18,5,33,8,8,33,60,17,504,-318
0,6,12,30,9,11,32,57,33,-336,268
1,17,6,26,6,15,35,48,19,228,-350
0,16,6,28,15,13,26,49,41,270,-122
1,18,7,31,19,10,22,51,42,133,-61
1,17,6,19,16,22,25,39,48,145,-40
1,7,5,9,31,32,10,22,32,-84,-196
0,6,9,25,19,16,22,36,48,-123,125
0,13,11,27,26,14,15,49,58,73,199
1,16,8,34,14,7,27,54,39,145,-286
0,14,8,31,21,10,20,53,53,198,-93
0,8,13,24,9,17,32,39,33,-111,295
0,16,6,22,17,19,24,37,42,352,10
0,6,7,9,7,32,34,17,19,-344,-47
1,19,11,33,21,8,20,60,49,530,257
1,7,13,19,21,22,20,33,50,-153,155
0,6,11,30,20,11,21,57,54,-363,159
1,18,7,26,17,15,24,48,42,253,11
1,16,9,29,30,12,11,48,36,130,-128
1,19,7,31,13,10,28,51,22,144,-75
1,14,5,32,31,9,10,58,32,208,-205
1,11,6,21,6,20,35,33,19,-97,-375
0,13,10,27,20,14,21,49,39,64,151
0,11,4,32,29,9,12,48,29,-46,-388
1,12,9,24,21,17,20,33,53,299,-83
0,8,10,19,22,22,19,33,48,-147,280
0,11,17,23,27,18,14,42,60,-72,535
0,16,8,28,7,13,34,49,19,252,-24
0,5,7,17,15,24,26,29,41,-387,-109
0,6,7,9,20,32,21,17,51,-367,155
1,8,6,9,6,32,35,22,19,-86,-379
0,6,12,25,26,16,15,36,58,-130,237
1,6,7,30,17,11,24,57,42,-366,-16
0,14,17,31,15,10,26,53,37,188,351
1,13,9,27,21,14,20,49,53,57,-91
1,15,7,29,15,12,26,50,39,149,-115
1,11,11,32,20,9,21,48,39,-47,158
0,17,10,34,19,7,22,54,48,162,132
1,8,8,22,15,19,26,32,41,-234,-76
0,5,13,17,26,24,15,29,58,-420,247
0,11,8,23,20,18,21,42,51,-92,158
0,7,7,25,17,16,24,39,42,-300,-30
0,6,5,13,8,28,33,19,17,-381,-370
0,14,10,31,22,10,19,53,49,179,70
0,12,8,21,14,20,27,33,33,-93,-150
1,18,7,19,15,22,26,39,39,153,-137
1,20,7,33,13,8,28,60,22,555,-84
1,16,18,28,15,13,26,49,37,248,360
0,6,12,25,20,16,21,36,54,-140,154
0,9,6,29,16,12,25,19,48,-20,-42
1,16,11,29,19,12,22,50,48,171,140
1,9,3,32,27,9,14,53,57,-104,-352
0,13,11,24,22,17,19,33,48,307,283
1,8,7,26,15,15,26,41,39,-82,-142
0,13,11,25,22,16,19,42,49,-7,75
1,15,9,32,20,9,21,58,51,252,164
1,5,12,17,22,24,19,29,48,-425,286
1,17,8,28,29,13,12,49,33,280,-103
1,19,5,19,31,22,10,39,32,158,-228
0,6,18,9,15,32,26,17,37,-350,328
1,9,9,9,30,32,11,22,36,-97,-147
1,14,13,31,20,10,21,53,54,174,161
0,9,11,29,19,12,22,19,48,-22,110
0,8,7,19,16,22,25,33,48,-140,-40
0,7,13,30,21,11,20,57,50,-357,201
0,6,5,13,31,28,10,19,32,-401,-233
0,11,19,23,15,18,26,42,37,-98,336
0,10,14,32,9,9,32,53,33,-99,304
0,7,18,25,27,16,14,39,60,-323,568
0,9,8,26,29,15,12,41,33,-61,-127
0,13,11,25,21,16,20,42,49,-13,304
0,6,14,9,26,32,15,17,58,-358,264
0,10,7,9,15,32,26,22,39,-90,-163
0,20,12,19,22,22,19,39,48,163,279
0,6,12,25,22,16,19,36,53,-154,190
0,8,13,19,20,22,21,33,54,-144,145
1,14,5,27,29,14,12,49,29,81,-418
0,12,9,32,7,9,34,48,19,-36,-47
0,7,12,30,19,11,22,57,48,-390,135
1,17,15,29,9,12,32,50,33,234,312
0,9,7,26,19,15,22,41,42,-74,-113
0,6,7,13,13,28,28,19,22,-413,-107
0,6,12,25,22,16,19,36,49,-161,110
1,20,20,31,15,10,26,51,37,152,351
1,17,13,34,22,7,19,54,53,152,197
0,12,15,32,26,9,15,48,58,-40,270
1,6,6,17,31,24,10,29,32,-447,-221
1,12,10,21,7,20,34,33,19,-114,-43
1,8,12,19,21,22,20,33,49,-151,315
1,6,8,9,19,32,22,17,42,-364,-103
0,13,13,25,22,16,19,42,48,-24,284
1,10,13,32,19,9,22,53,48,-107,146
0,9,6,26,6,15,35,41,19,-84,-425
1,20,8,19,17,22,24,39,42,158,-39
1,10,8,9,16,32,25,22,48,-95,-44
0,6,8,25,15,16,26,36,39,-170,-146
0,15,15,27,9,14,32,49,33,119,307
0,18,13,29,22,12,19,50,53,239,190
1,7,6,25,8,16,33,39,17,-336,-351
1,21,3,31,27,10,14,51,57,169,-401
0,6,9,13,14,28,27,19,33,-410,-136
1,16,5,32,29,9,12,58,29,274,-428
1,13,14,21,20,20,21,33,54,-109,159
0,21,12,19,21,22,20,39,49,179,300
1,21,6,33,31,8,10,60,32,581,-240
0,13,10,24,7,17,34,33,19,317,-48
1,17,8,29,13,12,28,48,22,136,-94
1,11,8,23,15,18,26,42,41,-116,-99
0,7,9,9,29,32,12,17,33,-356,-101
1,12,14,32,21,9,20,48,50,-45,230
1,11,14,32,22,9,19,53,53,-97,199
0,8,13,24,22,17,19,39,49,-142,109
0,6,16,13,26,28,15,19,58,-424,290
1,9,8,22,14,19,27,32,39,-260,-331
1,7,9,17,20,24,21,29,51,-444,180
1,18,3,28,27,13,14,49,57,308,-412
1,18,14,34,21,7,20,54,50,151,223
0,19,9,26,15,15,26,48,39,299,-162
0,9,17,26,26,15,15,41,58,-109,296
1,12,8,23,13,18,28,42,22,-106,-103
1,15,16,31,9,10,32,53,33,186,288
1,9,10,19,29,22,12,33,33,-122,-80
0,22,14,33,20,8,21,60,54,601,157
0,9,14,29,22,12,19,19,49,-19,129
0,16,9,22,21,19,20,37,53,334,-84
1,19,9,26,30,15,11,48,36,278,-174
0,18,6,29,8,12,33,48,17,145,-377
0,13,11,25,20,16,21,42,39,-60,171
0,6,3,13,27,28,14,19,57,-430,-427
1,10,8,22,19,19,22,32,42,-246,-91
1,19,9,28,20,13,21,49,51,323,170
1,13,5,24,29,17,12,33,29,281,-434
1,13,8,32,14,9,27,48,39,-38,-345
0,8,20,24,15,17,26,39,37,-141,326
1,12,14,32,21,9,20,53,50,-76,217
1,9,15,26,20,15,21,41,54,-122,169
1,16,10,31,14,10,27,53,33,193,-94
1,22,11,33,7,8,34,60,19,589,-23
1,17,8,32,13,9,28,58,22,309,-118
0,8,8,25,17,16,24,39,42,-369,-73
0,6,7,13,8,28,33,19,17,-449,-370
0,18,16,29,9,12,32,48,33,138,304
0,11,4,22,27,19,14,32,57,-240,-408
0,8,13,17,21,24,20,29,49,-457,344
1,13,11,23,7,18,34,42,19,-97,-44
1,21,9,19,20,22,21,39,51,184,149
1,14,8,21,15,20,26,33,41,-108,-117
1,8,9,24,30,17,11,39,36,-157,-186
1,20,8,26,16,15,25,48,48,290,-14
0,10,19,19,27,22,14,33,60,-102,610
1,17,8,31,14,10,27,53,39,201,-381
1,19,10,34,21,7,20,54,53,164,-59
1,16,8,22,16,19,25,37,48,342,-17
1,10,11,26,7,15,34,41,19,-131,-66
1,20,9,28,17,13,24,49,42,352,-61
1,14,5,23,27,18,14,42,57,-75,-400
1,18,13,32,19,9,22,58,48,336,129
0,6,5,25,29,16,12,36,29,-190,-465
1,15,7,27,6,14,35,49,19,133,-454
0,14,10,24,29,17,12,33,33,313,-94
0,18,15,29,20,12,21,50,54,200,192
1,21,12,26,20,15,21,48,39,293,215
1,7,9,9,17,32,24,17,42,-365,-77
0,11,10,9,14,32,27,22,33,-145,-114
1,23,9,33,20,8,21,60,51,622,118
1,13,8,32,16,9,25,53,48,-87,-44
0,17,14,22,22,19,19,37,53,369,216
1,22,11,31,29,10,12,51,33,107,-80
1,11,17,22,9,19,32,32,33,-248,299
1,21,6,28,29,13,12,49,29,368,-458
0,18,18,29,26,12,15,48,58,128,337
1,16,8,27,15,14,26,49,41,139,-123
1,9,15,29,22,12,19,19,53,-74,226
1,9,12,24,20,17,21,39,39,-153,198
1,18,10,29,21,12,20,50,53,197,-79
0,13,20,25,27,16,14,42,60,-79,633
0,8,17,25,9,16,32,39,33,-396,298
0,11,8,26,8,15,33,41,17,-130,-363
0,18,11,29,14,12,27,48,33,119,-108
1,19,8,32,19,9,22,58,42,346,-34
1,6,14,25,22,16,19,36,48,-197,310
0,7,21,30,15,11,26,57,37,-441,359
0,10,16,29,20,12,21,19,54,-38,195
1,10,8,24,16,17,25,39,48,-145,-52
0,17,14,27,21,14,20,49,49,146,373
1,8,9,17,8,24,33,29,17,-463,-360
1,23,8,31,13,10,28,51,22,119,-151
0,12,11,22,29,19,12,32,33,-247,-92
0,18,14,31,21,10,20,53,50,190,200
0,6,14,13,22,28,19,19,48,-460,283
1,14,12,32,20,9,21,53,39,-82,190
0,11,8,26,14,15,27,41,39,-133,-412
0,18,8,29,19,12,22,48,42,112,-35
1,13,6,25,29,16,12,42,29,-95,-458
1,20,9,32,30,9,11,58,36,347,-170
1,24,10,33,15,8,26,60,39,649,-125
0,14,15,24,21,17,20,33,50,314,201
1,20,8,34,16,7,25,54,48,204,-72
0,7,12,30,20,11,21,57,39,-446,184
1,17,11,22,7,19,34,37,19,364,-47
1,24,15,31,22,10,19,51,48,126,324
1,12,8,22,13,19,28,32,22,-254,-158
1,10,10,19,21,22,20,33,53,-101,-76
0,17,8,27,16,14,25,49,48,145,-79
1,18,15,31,21,10,20,53,49,189,374
1,6,6,13,29,28,12,19,29,-501,-467
1,14,8,25,15,16,26,42,41,-86,-144
1,15,19,23,26,18,15,42,58,-34,358
1,18,21,29,27,12,14,48,60,111,661
0,8,6,9,31,32,10,17,32,-365,-242
1,15,10,21,21,20,20,33,53,-85,-97
0,7,9,25,14,16,27,36,39,-181,-401
1,14,10,24,15,17,26,33,39,310,-137
1,10,5,29,27,12,14,19,57,-72,-458
1,19,13,29,20,12,21,50,39,205,196
0,21,22,34,15,7,26,54,37,211,389
1,22,15,28,22,13,19,49,48,363,317
0,11,15,19,22,22,19,33,49,-80,137
0,11,21,26,27,15,14,41,60,-148,654
1,9,13,17,20,24,21,29,39,-489,181
0,11,10,9,14,32,27,22,39,-170,-394
1,25,9,31,19,10,22,51,42,133,-24
1,11,12,24,29,17,12,39,33,-156,-78
0,7,15,30,22,11,19,57,53,-464,200
0,15,18,25,9,16,32,42,33,-82,329
0,13,7,22,6,19,35,32,19,-224,-479
0,8,13,9,19,32,22,17,48,-383,118
1,21,11,32,7,9,34,58,19,348,-66
0,7,15,25,21,16,20,36,49,-188,371
1,17,17,27,20,14,21,49,54,142,207
0,20,9,29,16,12,25,50,48,220,-71
1,18,12,22,29,19,12,37,33,393,-82
0,15,12,32,14,9,27,53,33,-104,-85
0,22,10,26,15,15,26,48,39,309,-152
0,8,9,25,19,16,22,39,42,-384,-32
1,10,19,17,9,24,32,29,33,-484,345
0,11,11,9,7,32,34,22,19,-180,-83
1,22,8,19,6,22,35,39,19,176,-474
1,25,9,33,20,8,21,60,51,674,141
0,20,16,29,22,12,19,50,53,211,230
1,19,16,22,21,19,20,37,49,405,381
1,21,9,34,30,7,11,54,36,195,-198
1,22,14,32,19,9,22,58,48,365,126
1,11,7,9,31,32,10,22,32,-188,-229
1,18,10,27,16,14,25,49,48,154,-62
0,7,13,30,14,11,27,57,33,-494,-72
1,15,8,32,15,9,26,53,41,-117,-168
1,7,13,13,20,28,21,19,39,-493,195
1,26,6,31,29,10,12,51,29,120,-480
0,13,22,22,27,19,14,32,60,-238,695
0,16,9,23,17,18,24,42,42,-3,-98
1,19,9,31,8,10,33,53,17,240,-391
1,15,9,24,30,17,11,33,36,341,-210
0,20,12,29,7,12,34,50,19,201,-75
1,22,12,26,29,15,12,48,33,300,-94
1,19,11,29,14,12,27,48,39,80,-413
0,23,23,32,27,9,14,58,60,411,698
0,12,16,9,22,32,19,22,49,-179,182
1,22,8,34,15,7,26,54,41,207,-171
1,20,14,22,14,19,27,37,33,407,-58
0,16,16,32,21,9,20,53,49,-114,379
0,7,11,30,15,11,26,57,39,-508,-143
1,8,9,25,8,16,33,39,17,-452,-402
1,8,9,13,20,28,21,19,51,-487,137
1,13,10,22,19,19,22,32,42,-241,-5
0,11,10,17,17,24,24,29,42,-497,-96
0,23,9,19,30,22,11,39,36,189,-226
1,20,12,31,29,10,12,53,33,251,-121
0,14,19,32,9,9,32,48,33,-90,357
0,11,15,29,22,12,19,19,48,-55,327
0,20,17,29,21,12,20,50,49,181,391
1,27,9,31,8,10,33,51,17,123,-408
1,20,10,29,21,12,20,48,53,119,-126
1,19,12,27,15,14,26,49,39,184,-125
0,7,23,30,15,11,26,57,37,-526,416
1,15,10,25,30,16,11,42,36,-86,-223
1,11,10,17,19,24,22,29,42,-507,-9
0,23,11,32,14,9,27,58,39,400,-446
0,16,12,21,15,20,26,33,39,-149,-129
1,23,20,19,9,22,32,39,33,186,363
1,26,17,33,22,8,19,60,49,709,188
1,11,8,19,6,22,35,33,19,-67,-473
0,11,8,29,15,12,26,19,41,-65,-188
1,20,7,29,31,12,10,50,32,170,-237
1,23,17,26,20,15,21,48,54,337,224
1,8,8,9,13,32,28,17,22,-417,-181
1,12,10,17,21,24,20,29,53,-484,-132
1,24,10,19,19,22,22,39,42,194,-32
0,9,14,13,19,28,22,19,48,-485,125
1,16,24,21,15,20,26,33,37,-152,446
0,23,17,28,22,13,19,49,53,402,279
1,14,11,32,17,9,24,48,42,-96,-75
0,11,5,29,27,12,14,19,57,-67,-556
0,9,24,25,27,16,14,39,60,-443,756
1,24,9,26,20,15,21,48,51,366,132
0,7,20,25,9,16,32,36,33,-234,355
1,23,19,34,26,7,15,54,58,195,397
1,12,9,24,15,17,26,39,41,-126,-186
0,12,24,19,15,22,26,33,37,-55,429
0,7,7,30,31,11,10,57,32,-540,-247
0,9,16,13,21,28,20,19,50,-494,180
1,9,18,9,22,32,19,17,53,-407,280
0,16,10,25,21,16,20,42,53,-76,-144
0,13,12,17,29,24,12,29,33,-472,-135
1,25,25,19,27,22,14,39,60,197,764
1,12,21,9,9,32,32,22,33,-191,375
0,15,15,32,19,9,22,48,48,-95,134
0,9,10,25,16,16,25,39,48,-451,-100
0,23,10,28,19,13,22,49,42,401,-35
0,12,10,19,30,22,11,33,36,-63,-254
0,20,16,27,22,14,19,49,48,141,372
0,24,6,34,27,7,14,54,57,210,-554
0,11,19,29,26,12,15,19,58,-83,382
1,21,9,22,20,19,21,37,51,437,126
1,13,8,24,31,17,10,39,32,-120,-233
0,9,18,13,21,28,20,19,49,-507,392
0,11,17,26,22,15,19,41,49,-192,126
1,27,16,33,19,8,22,60,48,748,139
0,16,13,23,29,18,12,42,33,-26,-96
0,10,17,9,21,32,20,17,50,-405,193
1,26,11,19,17,22,24,39,42,213,-99
1,7,8,25,13,16,28,36,22,-249,-189
1,16,14,24,14,17,27,33,33,373,-68
1,16,8,32,31,9,10,53,32,-121,-240
0,9,17,25,20,16,21,39,54,-452,194
0,21,17,31,22,10,19,53,48,278,387
0,14,9,24,20,17,21,39,51,-113,113
0,7,20,30,26,11,15,57,58,-538,391
1,14,6,22,29,19,12,32,29,-261,-511
1,16,11,23,16,18,25,42,48,-65,-99
0,10,18,9,22,32,19,17,49,-413,133
0,13,16,9,19,32,22,22,48,-196,120
0,8,11,25,17,16,24,36,42,-242,-102
1,12,13,19,20,22,21,33,39,-72,216
0,23,18,28,21,13,20,49,50,398,201
1,17,14,24,29,17,12,33,33,377,-57
1,11,11,29,21,12,20,19,53,-92,-100
1,22,25,22,27,19,14,37,60,450,767
1,9,18,25,22,16,19,39,53,-454,263
0,11,19,26,21,15,20,41,50,-199,206
1,9,18,13,20,28,21,19,54,-513,196
1,17,6,21,29,20,12,33,29,-82,-517
1,7,10,30,20,11,21,57,51,-546,130
0,17,13,32,15,9,26,53,39,-110,-130
1,17,8,23,13,18,28,42,22,-46,-202
0,8,14,25,14,16,27,36,33,-256,-66
0,25,25,26,15,15,26,48,37,402,460
0,23,19,28,22,13,19,49,49,393,156
1,12,25,29,27,12,14,19,60,-82,757
0,15,13,22,20,19,21,32,39,-255,210
0,18,17,24,19,17,22,33,48,402,126
0,21,12,31,17,10,24,53,42,254,-88
1,10,9,9,15,32,26,17,41,-436,-205
1,10,11,13,16,28,25,19,48,-511,-118
0,14,21,24,26,17,15,39,58,-118,399
1,13,12,17,14,24,27,29,39,-534,-445
1,24,25,34,27,7,14,54,60,194,748
0,21,22,29,26,12,15,50,58,212,404
1,15,9,22,8,19,33,32,17,-266,-424
0,21,19,29,21,12,20,48,49,129,392
1,21,11,31,30,10,11,53,36,234,-269
1,15,21,32,9,9,32,48,33,-121,399
0,18,13,21,17,20,24,33,42,-65,-68
1,13,8,9,6,32,35,22,19,-205,-508
1,17,13,32,7,9,34,53,19,-122,-73
0,23,11,22,19,19,22,37,42,469,-43
0,8,18,30,22,11,19,57,48,-542,393
1,28,9,31,15,10,26,51,41,126,-217
0,14,9,17,8,24,33,29,17,-529,-431
0,27,12,19,14,22,27,39,39,221,-450
1,18,18,24,20,17,21,33,54,389,208
0,13,20,19,21,22,20,33,50,-53,203
1,23,19,22,22,19,19,37,48,467,417
0,18,14,23,17,18,24,42,42,-41,-63
1,18,14,32,29,9,12,53,33,-106,-70
0,16,13,22,7,19,34,32,19,-259,-89
1,28,20,33,21,8,20,60,49,734,395
1,16,14,32,15,9,26,48,39,-111,-123
0,19,18,24,22,17,19,33,53,405,240
0,25,14,34,20,7,21,54,39,192,210
1,20,21,27,21,14,20,49,50,157,205
1,25,15,26,14,15,27,48,33,415,-55
1,21,10,29,20,12,21,48,51,126,144
1,23,26,32,15,9,26,58,37,413,469
1,18,8,23,31,18,10,42,32,-51,-272
1,23,11,28,21,13,20,49,53,388,-101
0,18,11,21,16,20,25,33,48,-75,-102
1,16,14,25,15,16,26,42,39,-53,-132
1,22,25,31,27,10,14,53,60,244,741
1,13,21,29,9,12,32,19,33,-76,401
0,27,23,19,26,22,15,39,58,230,428
0,16,18,22,19,19,22,32,48,-280,132
0,21,18,27,20,14,21,49,54,173,172
1,13,14,19,29,22,12,33,33,-78,-77
1,29,12,31,16,10,25,51,48,138,-100
0,21,26,29,15,12,26,50,37,189,454
0,29,12,33,19,8,22,60,42,737,-43
0,14,21,24,9,17,32,39,33,-148,399
0,26,14,26,7,15,34,48,19,438,-74
1,22,15,29,17,12,24,48,42,143,-37
1,27,20,19,21,22,20,39,49,226,392
1,19,19,32,22,9,19,53,53,-105,248
1,21,14,29,29,12,12,50,33,181,-87
0,16,10,22,20,19,21,32,51,-291,140
0,17,19,32,20,9,21,48,54,-102,180
0,24,20,22,22,19,19,37,49,462,165
0,17,24,25,26,16,15,42,58,-48,432
1,24,13,28,19,13,22,49,42,386,-40
1,14,15,24,14,17,27,39,33,-152,-68
1,29,15,33,20,8,21,60,39,734,232
1,14,19,29,19,12,22,19,48,-72,154
0,19,19,24,22,17,19,33,48,403,436
0,25,11,34,21,7,20,54,53,186,-97
1,23,27,31,15,10,26,53,37,240,443
1,17,21,32,21,9,20,48,50,-108,190
1,18,21,21,22,20,19,33,49,-96,184
1,19,14,23,15,18,26,42,39,-74,-137
1,30,15,31,17,10,24,51,42,149,-58
1,14,8,19,31,22,10,33,32,-83,-300
0,24,20,32,21,9,20,58,49,442,420
0,20,20,32,22,9,19,53,48,-87,451
1,25,21,34,21,7,20,54,50,176,182
1,23,27,29,15,12,26,48,37,139,427
0,28,15,19,7,22,34,39,19,218,-57
1,19,25,24,27,17,14,33,60,388,748
1,21,8,27,31,14,10,49,32,155,-311
1,24,14,32,29,9,12,58,33,420,-67
0,15,12,19,16,22,25,33,48,-72,-100
1,25,15,28,17,13,24,49,42,442,-65
1,20,11,32,20,9,21,53,51,-92,156
0,15,19,24,22,17,19,39,53,-150,256
0,26,13,26,19,15,22,48,42,456,-61
1,15,21,29,22,12,19,19,49,-50,173
0,22,22,29,9,12,32,50,33,180,392
0,30,25,33,26,8,15,60,58,744,429
1,28,19,19,19,22,22,39,48,211,144
1,24,20,22,20,19,21,37,54,422,178
0,17,14,25,19,16,22,42,42,-68,-52
1,18,20,32,22,9,19,48,53,-91,273
0,31,16,31,7,10,34,51,19,153,-23
0,19,21,21,21,20,20,33,49,-76,445
0,20,12,24,21,17,20,33,53,400,-89
0,16,25,22,27,19,14,32,60,-329,736
1,15,15,24,14,17,27,39,33,-167,-81
0,24,19,31,19,10,22,53,48,255,122
0,31,26,31,26,10,15,51,58,140,437
1,22,15,27,20,14,21,49,39,146,233
0,26,21,34,22,7,19,54,48,175,447
0,26,8,28,31,13,10,49,32,460,-342
0,25,14,22,15,19,26,37,39,425,-161
1,16,23,29,9,12,32,19,33,-10,397
1,19,26,21,27,20,14,33,60,-91,749
1,22,13,29,16,12,25,50,48,172,-73
1,17,15,25,14,16,27,42,33,-80,-87
0,20,13,23,21,18,20,42,53,-40,-86
1,25,20,32,20,9,21,58,54,441,162
1,24,15,29,20,12,21,48,39,126,232
1,26,21,26,22,15,19,48,49,460,147
0,24,11,31,20,10,21,53,51,251,136
1,21,14,32,29,9,12,53,33,-85,-78
1,26,21,34,21,7,20,54,50,154,178
1,26,15,32,19,9,22,58,42,449,-41
1,26,12,28,20,13,21,49,51,454,174
1,27,23,26,9,15,32,48,33,464,371
0,30,15,33,17,8,24,60,42,736,-74
0,25,15,29,20,12,21,48,39,143,215
1,24,21,31,22,10,19,53,49,213,143
0,25,14,22,21,19,20,37,53,411,-81
1,27,15,32,19,9,22,58,42,473,-65
0,27,21,34,21,7,20,54,50,164,168
1,27,12,28,20,13,21,49,51,462,166
0,28,23,26,9,15,32,48,33,472,363
0,25,16,29,20,12,21,48,39,131,227
1,25,21,31,22,10,19,53,49,228,128
1,30,16,33,17,8,24,60,42,724,-62
1,25,15,22,21,19,20,37,53,404,-74
0,20,27,23,26,18,15,42,58,-70,478
1,23,20,29,20,12,21,50,54,187,145
0,31,22,31,21,10,20,51,49,139,489
0,20,22,24,22,17,19,33,48,376,459
0,18,26,25,27,16,14,42,60,-77,739
1,29,20,19,19,22,22,39,48,236,122
1,23,20,27,22,14,19,49,53,115,241
0,22,27,32,15,9,26,53,37,-97,427
0,31,23,31,21,10,20,51,49,131,497
1,20,23,24,22,17,19,33,48,368,467
0,20,28,23,26,18,15,42,58,-95,503
1,24,20,29,20,12,21,50,54,224,108
0,18,27,25,27,16,14,42,60,-91,753
1,24,20,27,22,14,19,49,53,127,229
1,30,20,19,19,22,22,39,48,245,113
0,22,28,32,15,9,26,53,37,-105,435
1,27,22,34,21,7,20,54,50,106,226
1,28,24,26,9,15,32,48,33,465,370
1,31,16,33,17,8,24,60,42,768,-106
1,26,21,31,22,10,19,53,49,226,130
1,26,15,22,21,19,20,37,53,455,-125
0,28,24,32,21,9,20,58,49,531,501
0,21,23,24,22,17,19,33,48,327,508
0,25,20,29,20,12,21,50,54,216,116
0,32,17,33,20,8,21,60,39,782,257
1,25,20,27,22,14,19,49,53,96,260
0,28,25,32,21,9,20,58,49,513,519
1,28,22,34,21,7,20,54,50,128,204
0,32,18,33,20,8,21,60,39,771,268
1,27,21,31,22,10,19,53,49,256,100
0,28,29,28,26,13,15,49,58,522,510
1,29,21,26,20,15,21,48,54,522,130
1,31,28,19,27,22,14,39,60,270,769
0,27,20,22,22,19,19,37,53,464,258
0,28,30,28,26,13,15,49,58,521,511
0,30,21,26,20,15,21,48,54,545,107
0,32,28,19,27,22,14,39,60,285,754
1,27,21,22,22,19,19,37,53,449,273
0,28,26,32,21,9,20,58,49,518,514
0,29,24,34,22,7,19,54,48,116,536
0,32,19,33,20,8,21,60,39,757,282
0,28,29,31,15,10,26,53,37,265,457
0,28,31,28,26,13,15,49,58,536,496
0,29,25,34,22,7,19,54,48,110,542
0,28,30,31,15,10,26,53,37,255,467
0,30,22,26,20,15,21,48,54,553,99
0,28,27,32,21,9,20,58,49,499,533
1,28,21,22,22,19,19,37,53,477,245
1,29,26,34,22,7,19,54,48,105,547
0,28,20,28,20,13,21,49,39,538,291
0,30,23,26,20,15,21,48,54,534,118
0,28,21,28,20,13,21,49,39,535,294
1,29,24,22,20,19,21,37,54,500,133
0,32,28,19,21,22,20,39,49,299,530
1,30,24,22,20,19,21,37,54,512,121
1,30,31,34,15,7,26,54,37,119,514
1,32,29,19,21,22,20,39,49,288,541
0,31,31,34,15,7,26,54,37,127,506
1,28,22,28,20,13,21,49,39,538,291
1,31,24,22,20,19,21,37,54,512,121
1,33,29,19,21,22,20,39,49,278,551
1,32,22,22,20,19,21,37,39,522,290
1,33,22,22,20,19,21,37,39,540,272
1,34,32,19,15,22,26,39,37,262,550
0,35,32,19,15,22,26,39,37,273,539
0,34,22,22,20,19,21,37,39,545,267
0,35,33,19,15,22,26,39,37,270,542
